229168,229275,+
230624,230764,+
230951,231052,+
237891,238193,+
257111,257296,-
262530,262772,-
266657,267091,+
267991,269247,+
281993,282073,+
290648,290731,+
290912,291328,+
299047,299133,-
300833,300943,-
301786,301869,-
309226,309492,+
311167,311283,-
315225,315353,-
315698,316063,+
316187,317308,+
320547,320654,+
323937,324092,+
324230,324322,-
325073,325159,-
331072,331179,+
335412,335495,-
347272,347448,+
349273,349620,+
349914,350327,+
351070,351270,+
352710,352859,+
353185,353298,+
354060,354476,+
355533,355643,-
358781,358870,-
377206,377301,+
377334,377435,-
382636,382725,-
383990,384088,+
390285,390395,+
390606,390959,+
395153,395251,-
395327,395437,-
401413,401535,+
401613,401720,-
402748,402942,+
405232,405312,-
406595,406705,+
417234,417317,-
417690,417779,-
418934,419017,-
419008,419091,+
428922,429122,+
429649,429900,+
434186,434293,-
434328,434420,+
441229,441309,-
448576,448674,+
456704,456835,+
458765,458863,+
462326,462406,-
462595,463560,+
465339,465434,-
487706,487903,+
493062,493154,+
499141,499227,-
514522,514704,+
518812,518976,-
522610,522693,-
525898,526002,+
527615,527902,+
537557,537640,-
537646,537816,-
546156,546248,-
562510,562620,+
566672,566752,-
570788,570901,+
574497,574577,-
574583,574756,+
25845,26006,+
45687,45866,+
52541,52804,-
58308,58691,+
64678,64935,+
70899,72572,+
73435,73635,-
75145,75393,+
75466,75642,+
85343,85555,+
91731,91919,+
94420,94548,+
96752,96955,+
125464,125850,+
141346,141669,+
147234,147365,-
169427,169564,+
185592,185915,+
190808,191143,+
198165,198512,+
214862,214978,+
227080,227208,+
246140,247426,+
257740,257907,+
278399,278812,+
289545,289730,+
309229,309492,+
311717,312808,+
336586,336957,+
351422,351526,+
356446,356757,-
394905,395105,+
421084,421317,+
429256,429378,+
430443,430556,+
541388,541792,+
561952,562200,+
25848,26006,+
55984,56478,+
94165,94356,+
119468,120187,+
167985,168230,+
188724,189326,+
195047,195274,+
209239,209598,+
211480,212070,+
214972,215142,+
218644,218895,+
227820,229067,+
246152,247426,+
309802,310050,+
321412,321642,+
353168,353362,+
394902,395105,+
527648,527902,+
579927,580076,+
63498,63680,+
89553,89738,-
222539,222691,+
246128,247426,+
255122,255592,+
337285,337419,+
390603,390959,+
509883,509960,-
513715,513912,+
7405,7857,+
53665,53814,-
73792,74580,+
81574,81714,+
92830,93084,+
125970,126662,+
128960,129355,+
129357,130295,+
136180,137028,+
148557,148958,+
151039,151173,+
158119,158247,+
160954,161391,+
162752,163237,+
168027,168230,+
169409,169564,+
172850,172984,+
188586,189326,+
206684,206923,+
211147,211344,+
213648,213935,+
216460,216678,+
219643,219840,-
221874,222005,+
227062,227208,+
229470,229811,+
239659,239817,+
271086,271874,+
279244,279453,-
279895,280644,+
306319,306654,+
308485,309009,+
359794,359934,+
368755,368883,+
426632,426763,+
429238,429378,+
490808,490942,+
556150,556311,+
